id,recruiter,post_url,job_title,job_type,publication_date,expiration_date,job_description,job_requirements,location 
2042,2042,https://www.tanitjobs.com/job/553382/assistante-de-direction/?backPage=119&searchID=1559550706.3656,Assistante de Direction,Temps plein,17/05/2019,,"Agence Prestige Immobilier Recrute: 
Assistance de direction ayant  une bonne présentation,  dynamique, réactive, polyvalente  et fiable, responsabilité,  la Coordination d'une équipe.
Maitrise bien l’outil informatique. ( site web, outlook, annonces publicitaires ... )
Et maitrise bien le français écrit et parlé. Un bon anglais. 
Profil cherché:
Vous êtes ambitieuse
Doté d'un excellent sens du contact et du service, vous êtes très organisée, présentable, rigoureuse, tenace et enthousiaste avec bon esprit d'équipe.
Vous avez une grande force de persuasion et savez mettre les moyens de votre côté pour arriver à vos fins.
NB: SIVP obligatoire 
Postuler en déposant votre CV avec photo et lettre de motivation sur l'adresse ci-dessus :
 
Ville : Sousse 
Adresse : BLV 14 janvier route touristique El Kantaoui",16/06/2019,"Avenue 14 Janvier, El Kantaoui, Hammam Sousse, Tunisie"
2043,868,https://www.tanitjobs.com/job/553392/développeurs-java-struts-hibernate-spring/?backPage=119&searchID=1559550706.3656,Développeurs  JAVA/STRUTS/HIBERNATE/SPRING.,CDI,17/05/2019,16/06/2019,"Dans le cadre de nos prestations de développement en régie, nous recherchons des  développeurs JEE  pour l’évolution de plusieurs systèmes :

Vous assurez le développement des modules selon la méthodologie Scrum.
Vous devrez suivre la maintenance, le support et les évolutions des applications.
Vous participerez aux évolutions de Framework technique mises en place par l’équipe.
Vous assurez le suivi, la coordination fonctionnelle et technique avec l’équipe.
","Profil recherché
De formation Bac+ 3/Bac+5, vous avez des compétences en base de données (MYSQL,ORACLE).
Vous avez acquis une bonne maitrise de l’environnement Java EE.
Doté(e) de bonnes connaissances  en développement ;vous faites preuve d’autonomie et de rigueur vous possédez des capacités d’analyse.
Vous êtes motivé(e) et aimez le travail en équipe.
Compétences techniques requises

Compétences indispensables :Spring,Struts, Hibernate, Java, javascript, Jquery.
Compétences complémentaires : DB 2, Ajax, ANT, TOMCAT.
La maîtrise de la méthodologie SCRUM serait un plus.
La maîtrise de l’Anglais est fortement souhaitée.

Informations clés
Type de contrat : CDI Localisation : Alain Savary , Tunis Disponibilité : asap","Avenue Alain Savary, Tunis, Tunisie"
2044,901,https://www.tanitjobs.com/job/553394/application-development-testing-and-support/?backPage=119&searchID=1559550706.3656,Application development testing and support,CDI,17/05/2019,,"Application Testing, Creation of approver in operational systems, Pre-qualification of errors
General Skills:

Excellent customer service, commitment and loyalty
Very good technical understanding
Process knowledge
High service motivation
High willingness to learn
Ability to work in a team

Language Skills:

English Level B2 (spoken and written)
German Level B2 (spoken and written)

IT Skills:

Proven Windows knowledge
High technical affinity and technical understanding
Good knowledge of Excel
High confidence and reliability (access to the productive environment)
Quality awareness
Enthusiasm for detail work and error analysis
Ability to work in a team and high willingness to learn
Programming experience in Java (optional)
",16/06/2019,"Tunis, Tunisie"
2045,2045,https://www.tanitjobs.com/job/553419/télévendeur-euse-commercial-marketing-expérimenté/?backPage=119&searchID=1559550706.3656,Télévendeur(euse) commercial Marketing Expérimenté,Temps plein,17/05/2019,,"Nous sommes a la recherche un Télévendeur ou une Télévendeuse commercial Marketing Expérimenté Dans un centre d'appel.
Mission :
Marketing Digital "" développement site web _ création site web et référencement ...
Maîtrise parfaitement la langue Française
Voici les compétences que nous recherchons :
-Vous vous exprimez clairement et efficacement
-Savoir mettre en confiance
-Vous maîtrisez les techniques de télévente « Négociation / Relation client …
-Saisir Rapidement les données
- Connaitre L’outil informatique « internet / Base logiciel …..
- Sens de l’écoute et du contact
- Maîtrise les techniques de vente par téléphone
-Savoir communiquer de façon courtoise et conviviale
- Avoir le sens de l’écoute et du conseil
- Possibilités d’évolution et d’augmentation du salaire
Offre salaire 1000 dinars+ prime
Tout Type de contrat Accepté.
 
Postulez dès maintenant
Localité : Bab Saadoun Gare Tunis
Jours du travail du lundi au vendredi de 09h00 au 17h00
 ",17/06/2019,"Bab Saadoun, Tunis, Tunisie"
2046,2046,https://www.tanitjobs.com/job/553417/assistante-de-direction/?backPage=119&searchID=1559550706.3656,Assistante de Direction,SIVP,17/05/2019,,"Agence Prestige Immobilier Recrute:
Une assistante de direction ayant une bonne présentation, dynamique, réactive, polyvalente et fiable, responsabilité, la Coordination d'une équipe.
La candidate doit :
Maitriser bien l’outil informatique. ( site web, outlook, annonces publicitaires ... )
Maitriser bien le français écrit et parlé.
Un bon anglais.
Profil recherché:

Vous êtes ambitieuse
Doté d'un excellent sens du contact et du service, vous êtes très organisée, présentable, rigoureuse, tenace et enthousiaste avec bon esprit d'équipe.
Vous avez une grande force de persuasion et savez mettre les moyens de votre côté pour arriver à vos fins.
NB: SIVP obligatoire

Postuler en déposant votre CV avec photo et lettre de motivation
 
Ville : Sousse Adresse : BLV 14 janvier route touristique El kantaoui 4089",17/06/2019,"Kantaoui, Hammam Sousse, Tunisie"
2047,555,https://www.tanitjobs.com/job/553409/technicien-supérieur-en-développement-logiciel-h-f/?backPage=119&searchID=1559550706.3656,TECHNICIEN SUPÉRIEUR EN DÉVELOPPEMENT LOGICIEL H/F,CDI,17/05/2019,16/06/2019,"ARDIA, filiale du groupe français ACTIA, est une société de Services et de Conseil en Ingénierie et nouvelles technologies, elle est implantée au Technopôle ElGhazela
 
Description du poste:
TECHNICIEN SUPERIEUR EN DEVELOPPEMENT LOGICIEL H/F
vous êtes en charge de la conception et du développement  des couches applicatives d’un outil de diagnostic multi-marques.
Profil :
Technicien supérieur en informatique.","Compétences requises :
C++
XML
UML
SQL Server, PostgreSQL,
Des connaissance en électronique ou en mécanique automobile seraient un plus
Qualités requises :
Autonomie
Rigueur
Langues:
Français
Anglais","Ariana, Tunisie"
2048,2048,https://www.tanitjobs.com/job/553412/des-ingénieurs-confirmés-test-validation-en-systèmes-embarqués/?backPage=119&searchID=1559550706.3656,Des ingénieurs confirmés Test & Validation en systèmes embarqués,CDI,17/05/2019,16/06/2019,"NEW GLOBAL ELECTRONIC, Sociétés spécialisée dans les solutions du système embarqué pour l'Automobile.
En pleine expansion cherche à renforcer ses équipes. Nous recrutons : Des ingénieurs confirmés Test & Validation en systèmes embarqués H/F.
Vous assurez la charge des missions suivantes :

Analyse des spécifications protocoles de communication automobiles (CAN, LIN, Ethernet, ....) et diagnostic (OBD, UDS, ...).
Mise à jour des plans de test et gestion documentaire.
Développement des scripts de tests
Exécution et validation des cas de tests
Revue croisée et rédaction des rapports
","Compétences Techniques Requise

Titulaire d'un diplôme bac +5 Ecole d'ingénieur spécialité électronique, système embarqué ou mécatronique.
Une expérience au minimum 2 ans dans le métier de test et validation.
Connaissances des protocoles de communication CAN, LIN et USB.
Une connaissance en développement avec le langage C.

Langue

Français
Très bonne communication orale et écrite en langue Anglaise
","Technopôle El Gazala, Tunisie"
2049,1788,https://www.tanitjobs.com/job/553420/agent-comptable-financier/?backPage=119&searchID=1559550706.3656,Agent Comptable Financier,CDD,17/05/2019,16/06/2019,"
Niveau : Bac + 5 au minimum en comptabilité 
Organisé(e)
Dynamique 
Ponctuel(le)
Maîtrise des techniques comptables et financières.
Maîtrise de l'outil informatique.
","Mission :
Rattaché au Responsable service comptabilité vous serez chargé de : 
·         Saisir les opérations sur système ;
·         Faire le classement des dossiers ;
·         Assister le supérieur hiérarchique dans les opérations de suivi des dossiers en cours et veillez à l’application de la procédure de travail.
 
Expérience :
Une expérience précédente dans un poste similaire sera un atout.","Gabès, Tunisie"
2050,874,https://www.tanitjobs.com/job/553317/stage-d-été-pour-étudiant-ou-débutant-développeur-full-stack/?backPage=120&searchID=1559550706.3656,"Stage d'été pour étudiant ou débutant ""Développeur Full stack""",Saisonnier,17/05/2019,,"On vous offre une opportunité de stage d'été pour ""Développeur Full Stack""
La période de stage est de 1 mois ou 2 mois à partir du Juin 2019
Vous allez exercer les tâches suivantes :
 - Développement Front-end avec Angular 7
 - Développement Back-end avec Java Spring Boot
 - L'élaboration de 2 projets from Scratch
Vous aurez aussi une formation en parallèle sur les thèmes ci-dessus.
Déposez vos CV 
La sélection des dossiers sera dans 15 jours. Merci",16/06/2019,"Montplaisir, Tunis, Tunisie"
2051,2051,https://www.tanitjobs.com/job/553285/société-française-recrute-pour-son-centre-d-appel-tunisien/?backPage=120&searchID=1559550706.3656,Société Française recrute pour son centre d'appel Tunisien,CDI,17/05/2019,16/06/2019,"Groupe Français présent sur plusieurs pays à l'international spécialisé dans la prise de rdv.
Un salaire fixe jusqu'à 1300 DT selon profil.
Des primes non plafonnées.
Nous travaillons du Lundi au Vendredi avec le week-end off.
 ","
Expérimentée sur la prise de rendez vous et la vente, vous parlez couramment le Français.
Sérieux, motivé, vous avez un excellent sens de l'écoute.

Alors toute l'équipe sera ravie de vous accueillir.
A très bientôt.","Centre Millenium, N9, Marsa, Tunisie"
